Group,wallet_address,token_name,token_address,amount,denom
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,atom,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,bld,ibc/2DA9C149E9AD2BD27FEFA635458FB37093C256C1A940392634A16BEA45262604,99,ibc/2DA9C149E9AD2BD27FEFA635458FB37093C256C1A940392634A16BEA45262604
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,mars,ibc/573FCD90FACEE750F55A8864EF7D38265F07E5A9273FA0E8DAFD39951332B580,1,ibc/573FCD90FACEE750F55A8864EF7D38265F07E5A9273FA0E8DAFD39951332B580
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,evmos,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,91707456504092,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,dvpn,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,99,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,xprt,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,1,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,huahua,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,53,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,usdc.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2979802858,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858
1,osmo152fwqsla5lxfu3sgy65naf7w2up0za8fd54ght,osmo,uosmo,1279619,OSMO
1,osmo1w559qsqcw55fhy8rwe8a9sctac90zzq3z7urpg,luna,ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9,323678092,ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9
1,osmo1w559qsqcw55fhy8rwe8a9sctac90zzq3z7urpg,wbtc.axl,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,900,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F
1,osmo1w559qsqcw55fhy8rwe8a9sctac90zzq3z7urpg,eth,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,9000000000000,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5
1,osmo1w559qsqcw55fhy8rwe8a9sctac90zzq3z7urpg,whale,ibc/EDD6F0D66BCD49C1084FB2C35353B4ACD7B9191117CE63671B61320548F7C89D,177101157,ibc/EDD6F0D66BCD49C1084FB2C35353B4ACD7B9191117CE63671B61320548F7C89D
1,osmo1w559qsqcw55fhy8rwe8a9sctac90zzq3z7urpg,osmo,uosmo,1161692,OSMO
